track,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,stream,views,likes,comments,tiktok_views,tiktok_posts,release_date,tiktok_likes
this girl (kungs vs. cookin' on 3 burners),kungs,this girl (kungs vs. cookin' on 3 burners),,,,,,,,,,,,1121107262.0,638330025.0,4250668.0,,188481260.0,33025.0,2016-02-19,11942603.0
dreaming,marshmello,dreaming,,,,,,,,,,,,42151775.0,2897871.0,28056.0,,4725722.0,1995.0,2023-10-20,235368.0
own brand freestyle,felixthe1st,own brand freestyle,,,,,,,,,,,,110291303.0,32448901.0,528302.0,,11216028216.0,3800778.0,2021-10-07,1197306073.0
pussy & millions (feat. travis scott),drake,her loss,,,,,,,,,,,,273457499.0,13496528.0,220640.0,,67251486.0,12342.0,2022-11-04,7386007.0
sent gamkauwa,shivani singh,sent gamkauwa,,,,,,,,,,,,29424141.0,319210127.0,1342225.0,,153512.0,393.0,2023-05-19,17267.0
bulletproof,nate smith,bulletproof,,,,,,,,,,,,32849769.0,3599335.0,30863.0,,,,2024-02-09,
i hope,gabby barrett,i hope,,,,,,,,,,,,399778802.0,271330319.0,1805049.0,,109246978.0,104530.0,2019-01-25,12630049.0
"...and to those i love, thanks for sticking around",$uicideboy$,stop staring at the shadows,,,,,,,,,,,,675082623.0,269460083.0,3292285.0,,318296586.0,429682.0,2020-02-14,52925469.0
bite me,enhypen,dark blood,,,,,,,,,,,,263851286.0,161653032.0,3135324.0,,483823339.0,120256.0,2023-05-22,103362311.0
promises (with sam smith),calvin harris,promises (with sam smith),,,,,,,,,,,,1036104210.0,656926852.0,3449298.0,,27087495.0,17106.0,2018-08-17,3825116.0
cover me in sunshine,p!nk,cover me in sunshine,,,,,,,,,,,,439034558.0,115408379.0,1213873.0,,296160904.0,269475.0,2021-02-12,31650070.0
outside (feat. ellie goulding),calvin harris,full circle: the live anthology,,,,,,,,,,,,1128783268.0,1029118874.0,6969569.0,,763486350.0,834862.0,2011-11-20,93260597.0
bamba (feat. aitch & bia),luciano,bamba (feat. aitch & bia),,,,,,,,,,,,201638049.0,79916576.0,787609.0,,128627839.0,81594.0,2022-09-22,10114609.0
sin querer,fer vazquez,sin querer - single,,,,,,,,,,,,46660424.0,102166795.0,528710.0,,132683756.0,149300.0,2023-12-14,8173814.0
filhall 2,b praak,filhall 2,,,,,,,,,,,,81182241.0,1138411241.0,9088368.0,,408728922.0,897400.0,2020-06-19,31231758.0
tomboy,(g)i-dle,i never die,,,,,,,,,,,,286016224.0,496270574.0,4490255.0,,232860888.0,43300.0,2022-03-14,26703316.0
everything i love,morgan wallen,3 songs at a time sampler,,,,,,,,,,,,173756454.0,16950068.0,90473.0,,233214006.0,164397.0,2023-01-31,25491443.0
ýýýýýýýýýýýýýýýýýý ýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,md faisal ahmed,ýýýýýýýýýýýýýýýýýý ýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,,,,,,,,,,,,2274.0,298368336.0,1953917.0,,,,2023-07-09,
butta my bread,jzyno,butta my bread - single (feat. lasmid) - single,,,,,,,,,,,,46431158.0,30482110.0,207290.0,,254178400.0,1234800.0,2023-04-07,20141869.0
barking,ramz,barking,,,,,,,,,,,,514888081.0,71371266.0,619646.0,,941134581.0,7729856.0,2017-12-01,112113109.0
one of them girls,lee brice,one of them girls,,,,,,,,,,,,382466683.0,187677909.0,917156.0,,187911533.0,261782.0,2020-04-10,22973089.0
inferno,sub urban,inferno,,,,,,,,,,,,233661226.0,179525477.0,4809845.0,,4078323042.0,2856125.0,2021-08-13,458439237.0
hold on,chord overstreet,hold on,,,,,,,,,,,,847578246.0,817730890.0,8045419.0,,1343189392.0,735926.0,2017-02-03,173724076.0
bipolar,mc davi,bipolar,,,,,,,,,,,,174403309.0,357542893.0,3589715.0,,1360596383.0,3012486.0,2021-04-09,128104419.0
bury a friend,billie eilish,bury a friend,,,,,,,,,,,,1014870547.0,574257361.0,9631821.0,,1519293340.0,1033277.0,2019-01-30,204385730.0
time slowly slippin',laza,reflections,,,,,,,,,,,,,492594923.0,1652234.0,,,,2022-11-25,
"alone, pt. ii",alan walker,"alone, pt. ii",,,,,,,,,,,,606284550.0,410411873.0,5873984.0,,967965294.0,1859523.0,2019-12-27,74967409.0
el tsurito,junior h,el tsurito,,,,,,,,,,,,257812063.0,185512305.0,813988.0,,80538339.0,62900.0,2023-04-07,9583585.0
good loyal thots,odetari,good loyal thots,,,,,,,,,,,,222975417.0,45543286.0,773400.0,,664995622.0,803702.0,2023-03-15,104617204.0
no me acuerdo,thalia,no me acuerdo,,,,,,,,,,,,367530155.0,1521849468.0,5084821.0,,160130753.0,277425.0,2018-06-01,6574575.0
abcdario,eden muï¿½ï,abcdario,,,,,,,,,,,,262504588.0,149083889.0,660503.0,,939.0,1.0,2023-05-13,33.0
freestyle,lil baby,too hard,,,,,,,,,,,,706489684.0,755884858.0,3716581.0,,109113917.0,33905.0,2017-12-01,16142417.0
una locura,ozuna,enoc,,,,,,,,,,,,584776407.0,634293431.0,2732963.0,,53047506.0,54400.0,2020-09-04,4039386.0
double take,dhruv,double take,,,,,,,,,,,,826685494.0,353174602.0,2826209.0,,4653743727.0,2516713.0,2019-05-24,555171983.0
trip,ella mai,trip,,,,,,,,,,,,502147027.0,543883053.0,3896527.0,,208386139.0,1444867.0,2018-08-03,22688020.0
ni una ni dos,bm,ni una ni dos,,,,,,,,,,,,139873877.0,177205271.0,711929.0,,28960322.0,56200.0,2023-06-28,2482467.0
un desperdicio,rels b,un desperdicio,,,,,,,,,,,,62552825.0,16726488.0,252529.0,,,,2024-04-25,
el boss,gabito ballesteros,el boss,,,,,,,,,,,,81942319.0,34566311.0,283283.0,,,,2024-03-28,
la corriente,bad bunny,un verano sin ti,,,,,,,,,,,,591704263.0,179847217.0,1213273.0,,266064027.0,120800.0,2022-05-06,26994022.0
polaris - remix,saiko,polaris (remix),,,,,,,,,,,,238718077.0,62158239.0,412554.0,,,,2023-06-08,
love tonight - david guetta remix edit,shouse,love tonight (david guetta remix),,,,,,,,,,,,449513936.0,1063180.0,11919.0,,1286306864.0,310148.0,2021-06-11,90949587.0
5 foot 9,tyler hubbard,5 foot 9,,,,,,,,,,,,193680404.0,893876.0,7807.0,,161738459.0,104632.0,2022-05-20,16161805.0
mejor que ayer,diego torres,mejor que ayer - single,,,,,,,,,,,,28210202.0,31452943.0,243718.0,,108989284.0,823103.0,2023-08-31,5145272.0
lalala,ati2x06,lalala - single,,,,,,,,,,,,966112900.0,,,,,,2024-01-17,
broadway girls (feat. morgan wallen),lil durk,broadway girls (feat. morgan wallen),,,,,,,,,,,,344369903.0,208397689.0,1732879.0,,130467912.0,45015.0,2021-12-17,10444331.0
se te nota (with guaynaa),lele pons,se te nota (with guaynaa),,,,,,,,,,,,437956158.0,536897289.0,3802052.0,,1108855948.0,1700000.0,2020-09-02,122204815.0
ameno amapiano remix (you wanna bamba),goya menor,ameno amapiano remix - single,,,,,,,,,,,,62243984.0,71389072.0,723554.0,,8578793997.0,3000259.0,2022-01-07,507480021.0
canon and gigue for three violins and continuo in d major: canon,sir neville marriner,"the academy in concert. albinoni: adagio - pachelbel: canon - bach: air & music by beethoven, handel, mendelssohn, mozart",,,,,,,,,,,,88934872.0,,,,,,2024-05-17,
see you dance (extended mix),dj meetch,see you dance (extended mix) - single,,,,,,,,,,,,,402618045.0,2927219.0,,,,2023-03-06,
cake by the ocean - cover,music lab jpn,tik toker party hits,,,,,,,,,,,,1619109147.0,,,,,,2023-10-05,
mamacita,black eyed peas,mamacita,,,,,,,,,,,,527632887.0,395922237.0,2379259.0,,479492465.0,676395.0,2020-04-09,37832920.0
i took a pill in ibiza - seeb remix,mike posner,i took a pill in ibiza (seeb remix),,,,,,,,,,,,1949596473.0,28931814.0,344218.0,,141060421.0,86209.0,2015-07-24,13537686.0
no fuss,zeme libre,take me alive,,,,,,,,,,,,1332.0,411286256.0,1717893.0,,,,2023-01-31,
el efecto,rauw alejandro,el efecto,,,,,,,,,,,,580054244.0,994008600.0,4660138.0,,404797553.0,224269.0,2019-03-15,39436962.0
what lovers do (feat. sza),maroon 5,what lovers do (feat. sza),,,,,,,,,,,,1206495254.0,729438090.0,3360678.0,,50038733.0,2283.0,2017-08-30,8158792.0
dream girl,izellah,dream girl,,,,,,,,,,,,377401.0,,,,370465516.0,1900000.0,2023-03-23,22131953.0
zona de perigo,leo santana,zona de perigo,,,,,,,,,,,,182793453.0,202826223.0,1281118.0,,1821638330.0,1000000.0,2022-12-08,129460794.0
crazy form,ateez,the world ep.fin : will,,,,,,,,,,,,58520078.0,123416768.0,976454.0,,62979168.0,8035.0,2023-12-01,14763613.0
kehribar,burak bulut,kehribar - single,,,,,,,,,,,,68985345.0,158339797.0,375656.0,,13290393.0,37700.0,2023-09-29,311331.0
say my grace (feat. travis scott),offset,set it off,,,,,,,,,,,,118851626.0,9045800.0,253282.0,,5441741.0,,2023-10-13,602272.0
drugs from amsterdam,mau p,drugs from amsterdam,,,,,,,,,,,,170829903.0,20734303.0,268271.0,,125870792.0,16820.0,2022-08-17,9430231.0
m.a - remix,bm,m.a (remix),,,,,,,,,,,,123113806.0,227307854.0,698274.0,,,,2023-04-05,
bby boo (remix),izaak,bby boo (remix),,,,,,,,,,,,92573075.0,639184.0,11248.0,,102900.0,,2024-03-27,10500.0
what my world spins around,jordan davis,what my world spins around,,,,,,,,,,,,225128269.0,6417626.0,36749.0,,33305600.0,19339.0,2022-05-27,3634753.0
holiday,lil nas x,holiday,,,,,,,,,,,,551719564.0,298362799.0,5071208.0,,1449949822.0,612523.0,2020-11-13,205216366.0
beautiful people (feat. khalid),ed sheeran,beautiful people (feat. khalid),,,,,,,,,,,,1394345347.0,634929672.0,4748135.0,,449458094.0,672092.0,2019-06-28,42325420.0
son of a sinner,jelly roll,ballads of the broken,,,,,,,,,,,,189577521.0,167631264.0,1282588.0,,170725017.0,89522.0,2021-09-17,13788353.0
on my grind,og eat,block music,,,,,,,,,,,,,,,,,,2022-11-23,
animals,maroon 5,full circle: the live anthology,,,,,,,,,,,,1365755853.0,1285233400.0,8881918.0,,694003171.0,632606.0,2011-11-20,91997812.0
kurchi madathapetti,thaman s,"kurchi madathapetti (from ""guntur kaaram"") - single",,,,,,,,,,,,43280156.0,123586274.0,1114900.0,,,,2023-12-30,
dna,bts,love yourself ï¿½ï¿½ï¿½,,,,,,,,,,,,632727904.0,1758381885.0,26790883.0,,537359844.0,402921.0,2017-09-18,92435774.0
excesos,fuerza regida,pa las baby's y belikeada,,,,,,,,,,,,140289944.0,102146155.0,355596.0,,5016260.0,,2023-10-20,558350.0
vvv,mikeeysmind,vvv,,,,,,,,,,,,66104800.0,20813530.0,308805.0,,144294559.0,413000.0,2023-10-21,17404126.0
el barco,karol g,el barco,,,,,,,,,,,,304116211.0,692863553.0,2439195.0,,184413760.0,186881.0,2021-03-25,13802946.0
ahora dice,chris jedi,ahora dice,,,,,,,,,,,,661732009.0,1555093288.0,6076859.0,,1702529.0,345.0,2017-03-17,262718.0
breakfast challenge song (slowly),spence,breakfast challenge song (slowly),,,,,,,,,,,,861521.0,273898.0,2095.0,,6861330893.0,6140453.0,2021-06-22,439126369.0
heaven,niall horan,heaven,,,,,,,,,,,,229993968.0,25068301.0,605989.0,,303361656.0,76768.0,2023-02-17,30680818.0
fingers crossed,lauren spencer smith,fingers crossed,,,,,,,,,,,,437029775.0,60320365.0,602827.0,,261236772.0,52700.0,2022-01-05,31427513.0
this side of paradise,coyote theory,color,,,,,,,,,,,,515923885.0,166794513.0,2438100.0,,2574138698.0,520891.0,2020-12-11,383884667.0
pipoco,ana castela,pipoco,,,,,,,,,,,,238890270.0,384799195.0,2963384.0,,1298188205.0,465300.0,2022-05-20,88637887.0
don't go yet,camila cabello,don't go yet,,,,,,,,,,,,499085551.0,189120015.0,2445070.0,,864218422.0,193708.0,2021-07-23,100580695.0
my baby,diamond platnumz,my baby,,,,,,,,,,,,,25504572.0,187689.0,,341343712.0,2579200.0,2023-02-03,23151822.0
dna (loving you) [feat. hannah boleyn],billy gillies,dna (loving you) [feat. hannah boleyn] - single,,,,,,,,,,,,71722674.0,25459927.0,162133.0,,18182823.0,17628.0,2023-07-28,791989.0
the magic bomb,hoï¿½ï¿½ng,the magic bomb,,,,,,,,,,,,4224438.0,4404312.0,94056.0,,10173667723.0,6400664.0,2021-04-20,838003900.0
how far i'll go,auli'i cravalho,moana (original motion picture soundtrack/deluxe edition),,,,,,,,,,,,611088459.0,1505578850.0,5184385.0,,149410833.0,150273.0,2016-11-18,18075637.0
paani paani,badshah,paani paani,,,,,,,,,,,,89815962.0,850941688.0,6694074.0,,,,2021-06-09,
static,steve lacy,gemini rights,,,,,,,,,,,,304386086.0,18632784.0,257442.0,,1303631045.0,326956.0,2022-07-15,217253263.0
through da storm,polo g,die a legend,,,,,,,,,,,,351007818.0,186297690.0,1709390.0,,55106493.0,16973.0,2019-06-07,8083973.0
sabran,al shami,sabran,,,,,,,,,,,,5501185.0,94138006.0,852151.0,,,,2024-02-10,
komet,udo lindenberg,komet,,,,,,,,,,,,223211332.0,83855008.0,603186.0,,95067.0,93.0,2023-01-19,5456.0
in the end,linkin park,hybrid theory (bonus track version),,,,,,,,,,,,2045512421.0,2375021286.0,17765456.0,,729532806.0,522553.0,2000-10-24,63993059.0
la bicicleta,carlos vives,la bicicleta,,,,,,,,,,,,697574595.0,1691997312.0,4789339.0,,945038658.0,417978.0,2016-05-27,54674912.0
hecha pa' mi,boza,mas negro que rojo,,,,,,,,,,,,627556563.0,315121318.0,1921904.0,,829202200.0,1957950.0,2020-07-31,109942926.0
spit in my face!,thxsomch,spit in my face! - single,,,,,,,,,,,,516541770.0,153636776.0,2047892.0,,893095805.0,153401.0,2022-10-31,73405119.0
caramelo,ozuna,caramelo,,,,,,,,,,,,508151972.0,585332283.0,2893537.0,,387733644.0,694200.0,2020-06-11,40465854.0
calling my spirit,kodak black,calling my spirit,,,,,,,,,,,,298721490.0,162438129.0,1112123.0,,13981094.0,4175.0,2018-11-30,1012306.0
virtual angel,artms,<dall>,,,,,,,,,,,,2371467.0,11364565.0,212716.0,,,,2024-05-31,
everybody dies in their nightmares,xxxtentacion,17,,,,,,,,,,,,1590659204.0,567076854.0,7875127.0,,616913553.0,322403.0,2017-08-25,76923633.0
maria mariah,jc no beat,maria mariah,,,,,,,,,,,,33605864.0,107114515.0,805527.0,,25541775.0,,2023-11-17,1970109.0
"shaitan ka saala (from ""housefull 4"")",sohail sen,"shaitan ka saala (from ""housefull 4"")",,,,,,,,,,,,35269135.0,1364545600.0,4782629.0,,19469573.0,,2019-10-07,1462995.0
fï¿½ï¿½s,britney manson,fï¿½ï¿½s,,,,,,,,,,,,140756753.0,60902734.0,885239.0,,982755143.0,425901.0,2023-08-11,139431702.0
danza kuduro (feat. lucenzo),don omar,100% tubes de l'ï¿½ï¿½tï¿½ï¿½ 2018 : la bande son 100,,,,,,,,,,,,1655575417.0,1498854054.0,6607472.0,,8882.0,9.0,2018-06-15,371.0
spokojnie,hot donuts,ninja,,,,,,,,,,,,,407197875.0,1302211.0,,,,2023-02-26,
me niego (feat. ozuna & wisin),reik,me niego,,,,,,,,,,,,708166969.0,1209951349.0,4611513.0,,263244094.0,382728.0,2018-02-16,36505321.0
"sheï¿½ï¿½ï¿½s gone, da",disclosure,"sheï¿½ï¿½ï¿½s gone, da",,,,,,,,,,,,7021860.0,149674.0,5277.0,,816500.0,,2024-05-29,146800.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,parkmalody,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,,,,,,,,,,,,13900332.0,65378730.0,231736.0,,59606925.0,847700.0,2023-10-14,4605027.0
ma fi leil,nassif zeytoun,ma fi leil,,,,,,,,,,,,1579231.0,43912255.0,427835.0,,,,2024-04-16,
neon blade,moondeity,neon blade,,,,,,,,,,,,256121980.0,223554131.0,2671018.0,,1479505358.0,137960.0,2022-06-01,139402074.0
ho hey,the lumineers,the lumineers,,,,,,,,,,,,1273869800.0,370952126.0,2847630.0,,172101115.0,28712.0,2012-01-01,25451026.0
corrido de juan armenta,vicente fernï¿½ï¿½,los temas de mis pelï¿½ï¿½c,,,,,,,,,,,,68134.0,,,,,,2024-05-27,
frozen,madonna,frozen,,,,,,,,,,,,171060866.0,39445207.0,832416.0,,954943543.0,1812874.0,2021-12-03,58132303.0
mahiye jinna sohna,darshan raval,mahiye jinna sohna,,,,,,,,,,,,208410725.0,117750348.0,1330374.0,,327071314.0,496900.0,2023-06-22,14803092.0
pain,pinkpantheress,pain,,,,,,,,,,,,595213841.0,47759635.0,771300.0,,640679729.0,206470.0,2021-02-05,115511396.0
t.b.h,qwer,1st mini album 'manito',,,,,,,,,,,,4579390.0,54015483.0,299452.0,,,,2024-04-01,
arms around you (feat. maluma & swae lee),xxxtentacion,arms around you (feat. maluma & swae lee),,,,,,,,,,,,587673746.0,490164687.0,7575841.0,,15353974.0,108400.0,2018-10-25,2994730.0
titliaan,afsana khan,titliaan,,,,,,,,,,,,60103893.0,996649537.0,9168790.0,,44461309.0,151100.0,2020-11-09,1406442.0
save your tears,the weeknd,after hours (deluxe),,,,,,,,,,,,1995511952.0,,,,,,2020-03-20,
padam padam,kylie minogue,padam padam,,,,,,,,,,,,142783595.0,39579610.0,426906.0,,266934347.0,49769.0,2023-05-18,16387200.0
pacto (feat. bryant myers & dei v) - remix,jay wheeler,pacto (remix) [feat. bryant myers & dei v],,,,,,,,,,,,112634428.0,116848094.0,896215.0,,,,2023-07-28,
finesse,pheelz,finesse,,,,,,,,,,,,162356099.0,27222424.0,253527.0,,1145039714.0,813201.0,2022-03-03,95230456.0
bad blood,taylor swift,1989 (deluxe),,,,,,,,,,,,602316735.0,1643019828.0,10410620.0,,998836191.0,169764.0,2014-01-01,142146594.0
snap,rosa linn,snap - single,,,,,,,,,,,,1033308414.0,12702613.0,214200.0,,1837588984.0,420936.0,2022-03-19,170964850.0
la intenciï¿½,christian nodal,la intenciï¿½,,,,,,,,,,,,119369458.0,38415068.0,389722.0,,171858600.0,43600.0,2024-01-26,16305600.0
crazy what love can do,david guetta,only honest on the weekend (deluxe),,,,,,,,,,,,371288040.0,42623147.0,297084.0,,19793657.0,5644.0,2022-03-18,1282246.0
man made a bar (feat. eric church),morgan wallen,one thing at a time,,,,,,,,,,,,175095439.0,61848993.0,311636.0,,21618436.0,52412.0,2023-03-03,3106312.0
volvï¿,aventura,volvï¿½ï¿½ - si,,,,,,,,,,,,780755736.0,89683527.0,493296.0,,49294071.0,30301.0,2021-08-03,6103064.0
bijlee bijlee,harrdy sandhu,bijlee bijlee - single,,,,,,,,,,,,185690034.0,653915314.0,6109560.0,,52219515.0,26625.0,2021-10-30,3745325.0
super,seventeen,ýýýýýýýýý ýýýýýý10ýýý 'fml' - ep,,,,,,,,,,,,210481840.0,209677493.0,2906443.0,,1027127321.0,95008.0,2023-04-24,178551449.0
diamonds,sam smith,diamonds,,,,,,,,,,,,411109963.0,205575225.0,1908534.0,,254269639.0,142900.0,2020-09-17,23431333.0
do i wanna know?,arctic monkeys,am,,,,,,,,,,,,2188592950.0,457550865.0,4610448.0,,71629637.0,13917.0,2013-01-01,12237124.0
self love (spider-man: across the spider-verse),metro boomin,metro boomin presents spider-man: across the spider-verse (soundtrack from and inspired by the motion picture),,,,,,,,,,,,168713011.0,42717660.0,479690.0,,,,2023-06-02,
it's not right but it's okay,mr. belt & wezol,it's not right (but it's ok),,,,,,,,,,,,56343820.0,1245263.0,8718.0,,,,2024-02-23,
sweet dreams,koe wetzel,sweet dreams,,,,,,,,,,,,20827832.0,3054416.0,50012.0,,,,2024-05-17,
mittelmeer,pashanim,mittelmeer,,,,,,,,,,,,20583156.0,1094955.0,53918.0,,,,2024-05-23,
another love,tom odell,songs from another love,,,,,,,,,,,,2444335468.0,996981745.0,9104648.0,,714451407.0,452786.0,2012-01-01,77257465.0
djadja,aya nakamura,djadja,,,,,,,,,,,,449300755.0,1085070267.0,6471346.0,,125615755.0,91851.0,2018-04-06,11755003.0
look donï¿½ï¿½ï¿½t touch (feat. cade,odetari,look donï¿½ï¿½ï¿½t touch (feat. cade,,,,,,,,,,,,184630078.0,63500291.0,813255.0,,102841979.0,66100.0,2023-05-17,15513962.0
we are the people - southstar remix,empire of the sun,we are the people (southstar remix),,,,,,,,,,,,131670125.0,,,,24090347.0,14500.0,2023-02-17,1854474.0
"body (remix) [feat. arrdee, e1 (3x3), zt (3x3), bugzy malone, buni, fivio foreign & darkoo]",tion wayne,"body (remix) [feat. arrdee, e1 (3x3), zt (3x3), bugzy malone, buni, fivio foreign & darkoo]",,,,,,,,,,,,329901408.0,139803282.0,2011079.0,,5034712644.0,823150.0,2021-04-22,666189916.0
piyar farak wali,pawan singh,piyar farak wali,,,,,,,,,,,,30668840.0,324783065.0,1774598.0,,967073.0,1170.0,2023-04-24,64466.0
timber (feat. ke$ha),pitbull,greatest hits,,,,,,,,,,,,1477150302.0,1751763286.0,7958745.0,,1166623514.0,1011744.0,2009-01-01,145705571.0
little life,cordelia,little life,,,,,,,,,,,,15433188.0,1480668.0,47307.0,,2139918587.0,1112614.0,2023-10-19,310478118.0
love you better,future,i never liked you,,,,,,,,,,,,128787729.0,56487397.0,578887.0,,39913325.0,35830.0,2022-04-29,4458009.0
woah,lil baby,woah,,,,,,,,,,,,420627588.0,448194116.0,3160800.0,,225572938.0,203312.0,2019-11-08,26617282.0
as if it's your last,blackpink,as if it's your last,,,,,,,,,,,,594775179.0,1658892938.0,17870955.0,,716217499.0,380060.0,2017-06-22,85311100.0
679 (feat. remy boyz),fetty wap,679 (feat. remy boyz),,,,,,,,,,,,808010338.0,690889020.0,4272301.0,,243314330.0,1014761.0,2015-06-29,52308653.0
de lunes a lunes,manuel turizo,de lunes a lunes - single,,,,,,,,,,,,178247858.0,104715392.0,352213.0,,26823518.0,12100.0,2023-08-24,2454985.0
whistle,jax jones,whistle (feat. calum scott),,,,,,,,,,,,150399875.0,31790864.0,197887.0,,59124615.0,8960.0,2023-02-10,2341316.0
look at me!,xxxtentacion,look at me!,,,,,,,,,,,,1432465000.0,529846128.0,11029532.0,,2685984395.0,3523215.0,2017-02-20,235606523.0
thang for you (feat. no cap),rylo rodriguez,thang for you (feat. no cap),,,,,,,,,,,,34566972.0,63064761.0,306628.0,,155967629.0,199169.0,2023-06-23,17792202.0
before you leave me,alex warren,before you leave me,,,,,,,,,,,,99946842.0,4417747.0,54887.0,,2306041.0,,2024-02-16,309855.0
2humpy is back,2rare,2humpy is back,,,,,,,,,,,,299871.0,,,,40815691.0,387200.0,2024-04-05,5817255.0
xo tour llif3,lil uzi vert,luv is rage 2,,,,,,,,,,,,2123458039.0,333716726.0,2350373.0,,293246122.0,972025.0,2017-08-25,39843516.0
"break up with your girlfriend, i'm bored",ariana grande,"thank u, next",,,,,,,,,,,,975281654.0,672090558.0,7230344.0,,218317192.0,66530.0,2019-02-08,29856824.0
la noia,angelina mango,la noia,,,,,,,,,,,,81694468.0,47424040.0,377348.0,,4000000.0,,2024-02-07,173700.0
nothing breaks like a heart (feat. miley cyrus),mark ronson,nothing breaks like a heart (feat. miley cyrus),,,,,,,,,,,,942092206.0,561103775.0,5753715.0,,1462282216.0,247441.0,2018-11-30,154388347.0
tus lï¿½ï¿½gr,mora,microdosis,,,,,,,,,,,,231258162.0,143774447.0,773465.0,,760223916.0,1754800.0,2022-04-01,79825538.0
the epa song,ants on a log,make it myself,,,,,,,,,,,,,369121448.0,410669.0,,,,2023-03-31,
la solution,marka,voodoo belge,,,,,,,,,,,,1537.0,414936783.0,442757.0,,,,2023-02-03,
pump,valentino khan,pump,,,,,,,,,,,,67890975.0,3506898.0,39237.0,,3438499599.0,13018365.0,2017-05-26,197043302.0
higher love,kygo,higher love,,,,,,,,,,,,943137389.0,315848540.0,1595053.0,,94552478.0,43336.0,2019-06-28,9354620.0
worth nothing (feat. oliver tree) - fast & furious: drift tape/phonk vol 1,twisted,worth nothing (feat. oliver tree) [fast & furious: drift tape/phonk vol 1],,,,,,,,,,,,299202591.0,36393651.0,720855.0,,5978876777.0,418361.0,2022-09-28,408682791.0
friends,marshmello,friends,,,,,,,,,,,,1436709386.0,1548579253.0,15340302.0,,,,2018-02-09,
entre nosotros (remix) [con nicki nicole],tiago pzk,entre nosotros (remix) [con nicki nicole],,,,,,,,,,,,297383787.0,467320988.0,3360533.0,,,,2022-01-05,
love lies (with normani),khalid,love lies,,,,,,,,,,,,937339123.0,479514227.0,3606789.0,,56608149.0,191838.0,2018-02-14,8019207.0
tal para cual,salastkbron,tal para cual,,,,,,,,,,,,54141672.0,89396830.0,355314.0,,,,2024-01-11,
el tï¿½ï¿½,grupo firme,el tï¿½ï¿½,,,,,,,,,,,,432634168.0,699174305.0,2537896.0,,168805311.0,128548.0,2020-10-27,12531029.0
sorriso no rosto,mc ig,sorriso no rosto,,,,,,,,,,,,11576361.0,9310828.0,224835.0,,,,2024-05-28,
"jealousy, jealousy",olivia rodrigo,sour,,,,,,,,,,,,884616492.0,211384847.0,2822121.0,,464412661.0,94602.0,2021-05-21,92641326.0
shaky shaky,daddy yankee,shaky shaky,,,,,,,,,,,,355833360.0,1841152614.0,6950519.0,,580818135.0,673957.0,2016-04-08,68853618.0
el amante,nicky jam,el amante,,,,,,,,,,,,583299836.0,1463687327.0,4556113.0,,107045562.0,206254.0,2017-01-01,7981083.0
icu,coco jones,icu,,,,,,,,,,,,52106559.0,70625059.0,637218.0,,81185287.0,50210.0,2022-10-21,9243349.0
way down we go,kaleo,way down we go,,,,,,,,,,,,1086861259.0,836662907.0,8009540.0,,4201171109.0,1629364.0,2015-08-07,344124487.0
24k magic,bruno mars,"now that's what i call music, vol. 61",,,,,,,,,,,,1425996809.0,1917522970.0,10237469.0,,,,2017-01-27,
joy (in my own time) - tribe song,damien,joy (in my own time) [tribe song],,,,,,,,,,,,6300.0,371579831.0,300617.0,,29251.0,7.0,2023-03-31,807.0
pillowtalk,zayn,mind of mine (deluxe edition),,,,,,,,,,,,1320205697.0,1389678876.0,10725384.0,,191249307.0,184911.0,2016-03-25,26228617.0
enemy - radio edit,imagine dragons,"now that's what i call music!, vol. 82",,,,,,,,,,,,820953.0,38888242.0,500894.0,,,,2022-05-06,
when it comes to you,fridayy,when it comes to you,,,,,,,,,,,,36398813.0,51105810.0,440385.0,,30427598.0,42585.0,2023-07-21,3116540.0
semangat kerjanya kawan,aldo zee,semangat kerjanya kawan,,,,,,,,,,,,32642.0,50391.0,373.0,,235913641.0,3622500.0,2022-09-19,8929235.0
libaas,kaka,libaas,,,,,,,,,,,,76630812.0,964253382.0,9620300.0,,99450429.0,199165.0,2020-11-19,7327817.0
ooouuu,young m.a,ooouuu,,,,,,,,,,,,316267018.0,515355994.0,3980712.0,,286622729.0,83370.0,2016-05-20,35643009.0
flooded the face,lil uzi vert,pink tape,,,,,,,,,,,,125102655.0,7154684.0,115132.0,,9831629.0,6550.0,2023-06-30,1263286.0
"90-90 nabbe nabbe (from ""jatt nuu chudail takri"")",gippy grewal,"90-90 nabbe nabbe (from ""jatt nuu chudail takri"")",,,,,,,,,,,,6576855.0,66986452.0,456000.0,,6127.0,128600.0,2024-02-20,774.0
"ranjithame (from ""varisu"")",thalapathy vijay,"ranjithame (from ""varisu"")",,,,,,,,,,,,123908201.0,417372813.0,3801568.0,,,,2022-11-05,
x si volvemos,karol g,x si volvemos,,,,,,,,,,,,491242756.0,80668854.0,1002368.0,,77308719.0,37716.0,2023-02-03,4293404.0
it girl,aliyah's interlude,it girl,,,,,,,,,,,,118193328.0,16317704.0,394257.0,,736463674.0,230472.0,2023-09-30,100318030.0
